code,act,section,description
19868,"MVA","45(4)","Driving demo vehicle - no consent"
19869,"MVA","45(5)","Driving demo vehicle - no consent"
19870,"MVA","45(6)","Driving demo vehicle - no consent"
19871,"MVA","45","Driving demo vehicle - no consent"
19612,"MVA","98(2)","Prohibition against driving by court"
19613,"MVA","98(3)(a)","Prohibition against driving by court"
19614,"MVA","98(3)(b)","Prohibition against driving by court"
19615,"MVA","98(3)","Prohibition against driving by court"
19616,"MVA","98(4)(a)","Prohibition against driving by court"
19617,"MVA","98(4)(b)","Prohibition against driving by court"
19618,"MVA","98(4)(c)","Prohibition against driving by court"
19968,"MVA","34(1)(d)","Fail to obtain bc dl"
19969,"MVA","34(1)(e)","Fail to obtain bc dl"
19970,"MVA","34(1)(f)","Fail to obtain bc dl"
19971,"MVA","34(1)","Fail to obtain bc dl"
19972,"MVA","33(1)(a)","Fail to produce Drivers licence or insurance"
19973,"MVA","33(1)(b)","Fail to produce Drivers licence or insurance"
19974,"MVA","33(1)","Production of Drivers Licence and Liability Card,"
19975,"MVA","33(2)(a)","Production of Licence and Liability Card, Duplicat"
19976,"MVA","33(2)(b)","Production of Licence and Liability Card, Duplicat"
19977,"MVA","33(2)","Production of Licence and Liability Card, Duplicat"
19978,"MVA","33(3)","Fail to surrender duplicate Drivers licence"
19979,"MVA","33","Production of Licence and Liability Card, Duplicat"
19980,"MVA","32","Application for minors licence"
19981,"MVA","31(1)","Failing to Change Address or Name on Drivers Licen"
19982,"MVA","31(2)","Failure to Notify Superintendant of Name Change"
19983,"MVA","31(3)(a)","Failure to Change Address or Name"
19984,"MVA","31(3)(b)","Failure to Change Address or Name"
19985,"MVA","31(3)(c)","Failure to Change Address or Name"
19986,"MVA","31(3)","Failure to Change Address or Name"
19987,"MVA","31(4)","Failure to Change Address or Name"
19988,"MVA","31","Failure to Change Address or Name"
19989,"MVA","30","No refund for Drivers licence fee"
19990,"MVA","29(1)","Examination of licensees"
19714,"MVA","83(3)(a)","Liability of Owner for Violation of Act"
19715,"MVA","83(3)(b)","Liability of Owner for Violation of Act"
19716,"MVA","83(3)","Liability of Owner for Violation of Act"
19717,"MVA","83(4)","Liability of Owner for Violation of Act"
20088,"MVA","21(7)(c)","Fail to produce registration"
20089,"MVA","21(7)(d)","No proof fin responsibility"
20091,"MVA","21(7)","Fail to register foreign motor vehicle"
20092,"MVA","21(6)","Registration of Foreign Motor Vehicles and Trailer"
20093,"MVA","21(3)","Registration of Foreign Motor Vehicles and Trailer"
20094,"MVA","21(2)(a)","Registration of Foreign Motor Vehicles and Trailer"
20095,"MVA","21(2)(b)","Registration of Foreign Motor Vehicles and Trailer"
20096,"MVA","21(2)","Registration of Foreign Motor Vehicles and Trailer"
20097,"MVA","21(1)(a)","Registration of Foreign Motor Vehicles and Trailer"
20098,"MVA","21(1)(b)","Registration of Foreign Motor Vehicles and Trailer"
20099,"MVA","21(1)(c)","Registration of Foreign Motor Vehicles and Trailer"
20100,"MVA","21(1)(d)","Registration of Foreign Motor Vehicles and Trailer"
20101,"MVA","21(1)(e)","Fail to register motor vehicle"
20102,"MVA","21(1)","Registration of Foreign Motor Vehicles and Trailer"
20103,"MVA","20(1)(a)","Notice of removal or destruction of motor vehicle"
20104,"MVA","20(1)(b)","Notice of removal or destruction of motor vehicle"
20105,"MVA","20(1)(c)","Notice of removal or destruction of motor vehicle"
20106,"MVA","20(1)","Notice of removal or destruction of motor vehicle"
20107,"MVA","20(2)","Notice of removal or destruction of motor vehicle"
20108,"MVA","20(3)","Notice of removal or destruction of motor vehicle"
20204,"MVA","2(1)","Definition of Private Road"
20205,"MVA","2(9)(a)","Driving on  a private road"
20206,"MVA","2(9)(b)","Driving on an private road"
20207,"MVA","2(12)","Excemption for towing towed vehicle"
20208,"MVA","2(13)","Definition of \"vehicle being towed\""
20209,"MVA","3(1)(a)","Registration of motor vehicle"
20210,"MVA","3(1)(b)","Obtain a licence for operation"
20211,"MVA","3(1)(c)","Obtain a certificate of insurance under Act"
20536,"MVA","25","Application for licence"
20541,"MVA","173","Yield signs"
19991,"MVA","29(2)","Examination of licensees"
19992,"MVA","29","Examination of licensees"
19993,"MVA","28(a)","Inspection of vehicles and refusal to issue licenc"
19994,"MVA","28(b)","Inspection of vehicles and refusal to issue licenc"
19995,"MVA","28","Inspection of vehicles and refusal to issue licenc"
19996,"MVA","26(7)","Refusal to issue a licence, permit etc."
20304,"MVA","83.1(3)(a)","Reason for owner not liable"
20305,"MVA","83.1(3)(b)","Owner exercised reasonable care"
20306,"MVA","152","High occupancy vehicle lane"
20307,"MVA","153","Bus Lane"
20308,"MVA","173(1)","Yield to vehicle on the right"
20309,"MVA","173(2)","Driver facing yield sign must yield"
20310,"MVA","146(9)","Contrevene an offence does not commit an offence"
20311,"MVA","129(2)","Bus approaching red light"
20312,"MVA","210(8)","Power to make regulations."
20313,"MVA","210(7)","Power to make regulations"
20314,"MVA","203(1)","Opening door when unsafe"
20315,"MVA","203(2)","Leaving door open in traffic."
20316,"MVA","183(3)","Rights and duties of operator of cycle"
20317,"MVA","183(4)(a)","Rights and duties of operator of cycle"
20318,"MVA","183(4)(b)","Rigjts and duties of operator of cycle"
20319,"MVA","183(4)(c)","Rights and duties of operator of cycle"
20320,"MVA","124(9)(a)","Municipal Powers"
20109,"MVA","20(4)","Notice of removal or destruction of motor vehicle"
20110,"MVA","20(5)(a)","Notice of removal or destruction of motor vehicle"
20111,"MVA","20(5)(b)","Notice of removal or destruction of motor vehicle"
20112,"MVA","20(5)","Notice of removal or destruction of motor vehicle"
20113,"MVA","20","Notice of removal or destruction of motor vehicle"
20384,"MVA","210(2)(h)","Power to make regulations"
20385,"MVA","210(2)(i)","Power to make regulations"
20386,"MVA","210(2)(j)","Power to make regulations"
20387,"MVA","210(2)(k)(i)","Power to make regulations"
20388,"MVA","210(2)(k)(ii)","Power to make regulations"
20389,"MVA","210(2)(l)","Power to make regulations"
20390,"MVA","97.1(1)","Drivers licence forwarded to ICBC"
20391,"MVA","210(2)(m)","Power to make regulations"
20392,"MVA","97.1(2)","Drivers licence forwarded to the ICBC"
20393,"MVA","210(2)(n)","Power to make regulations"
20394,"MVA","97.1(3)","Drivers licence to the ICBC"
20395,"MVA","210(2)(o)","Power to make regulations"
20396,"MVA","210(2)(p)","Power to make regulations"
20397,"MVA","210(2)(q)(i)","Power to make regulations"
20398,"MVA","97.1(4)","Drivers licence forwarded to ICBC"
20486,"MVA","28.2","Refusal to issue licence permit"
20232,"MVA","25(2.1)(b)","Give paper record to  applicant"
20233,"MVA","25(2.1)(c)(i)","Signature on paper record"
20234,"MVA","25(2.1)(c)(ii)","Store signature electronically in database"
20235,"MVA","25(2.1)(d)","Signature is evidence of accurated data"
20236,"MVA","25(2.1)(e)(i)","Signature used as evidence"
20237,"MVA","25(2.1)(e)(ii)","Signature applied to the Drivers licence."
20238,"MVA","25(2.1)(e)(iii)","Comparing signatures"
20239,"MVA","25(5)","Drivers licence must be unique"
20240,"MVA","25(9)","Corporation abides by superintendents instruction"
20241,"MVA","25(11)","Conditions or restricted"
20242,"MVA","25(12)(a)","Restricted hours of driving"
20243,"MVA","25(12)(b)","Restrictions on area a person may drive"
20244,"MVA","25(12)(c)","Restricting class of vehicle to drive"
20245,"MVA","25(12)(d)","Restriction of number of passangers"
20246,"MVA","25(12)(e)","Other restrictions"
20247,"MVA","25(13)","Drivers licence reflects restrictions"
20321,"MVA","124(9)(b)","Municipal Powers"
20322,"MVA","183(4)(d)","Rights and duties of operator of cycle"
20323,"MVA","124(8)(a)","Municipal Powers"
20399,"MVA","210(2)(q)(ii)","Power to make regulations"
20400,"MVA","97.1(5)","Drivers licence forwarded to the ICBC"
20401,"MVA","93.1","Access to driving records"
20402,"MVA","93.2(1)(a)","Notification of imposition, cancellation, etc."
19488,"MVA","122(4)(a)","Exemption for emergency vehicles"
19489,"MVA","122(4)(b)","Exemption for emergency vehicles"
19490,"MVA","122(4)(c)","Exemption for emergency vehicles"
19491,"MVA","122(4)","Exemption for emergency vehicles"
19492,"MVA","121","Drive maintence construction vehicle no regards to"
19493,"MVA","120(a)","Application"
19494,"MVA","120(b)","Application"
19495,"MVA","120(c)","Application"
19496,"MVA","120","Application"
19497,"MVA","117","Superintendent may delegate"
19498,"MVA","116(1)","Certified abstract"
19499,"MVA","116(2)","Certified abstract"
19500,"MVA","116","Certified abstract"
19501,"MVA","115","Information to be furnished by superintendent"
19502,"MVA","114(1)","Return of security given in proof"
19503,"MVA","114(2)(a)","Return of security given in proof"
19504,"MVA","114(2)(b)","Return of security given in proof"
19505,"MVA","114(2)","Return of security given in proof"
19506,"MVA","114(3)","Return of security given in proof"
19507,"MVA","114","Return of security given in proof"
19508,"MVA","113(5)","Garage and sales agency policy"
19509,"MVA","113(6)","Garage and sales agency policy"
19510,"MVA","112","Cancellation of financial responsibility card"
19511,"MVA","111(1)","Issue of financial responsibility card"
19142,"MVA","143","Drive over newly painted lines"
19216,"MVA","158","Pass on Right"
19259,"MVA","170(2)","Inadequate Signal on Turn"
19270,"MVA","172(1)(c)","No proper signalling equipment for right hand driv"
19362,"MVA","188(3)(b)","Police may move parked vehicle"
19377,"MVA","189(1)(j)","Unlaw. stop park to advertise"
19619,"MVA","98(4)","Prohibition against driving by court"
19620,"MVA","98(5)","Prohibition against driving by court"
19621,"MVA","98(6)","Prohibition against driving by court"
19622,"MVA","98(7)","Prohibition against driving by court"
19623,"MVA","98","Prohibition against driving by court"
19624,"MVA","96(1)(a)","Driver to surrender licence"
19625,"MVA","96(1)(b)","Driver to surrender licence"
19626,"MVA","96(1)","Driver to surrender licence"
19627,"MVA","96(2)","Fail to surrender dl to court or sheriff when proh"
19628,"MVA","96(3)","Driver to surrender licence"
19629,"MVA","96(4)","Driver to surrender licence"
19630,"MVA","96(5)","Driver to surrender licence"
19631,"MVA","96(6)","Driver to surrender licence"
19632,"MVA","96","Driver to surrender licence"
19633,"MVA","97","Notice of prohibition"
19634,"MVA","95(1)(a)","Driving while prohibited"
19635,"MVA","95(1)(b)","Driving while prohib suspended"
19636,"MVA","95(1)(c)","Driving while prohibited or suspended"
19637,"MVA","95(1)(d)","Driving while prohibited or suspended"
19748,"MVA","70(1)(a)","Illegal use or no inspection of licence or permit"
19749,"MVA","70(1)(b)","Illegal use or no inspection of licence or permit"
19750,"MVA","70(1)","Illegal use or no inspection of licence or permit"
19751,"MVA","70(2)","Illegal use of permitt"
19752,"MVA","70","Use of Anothers Licence or Permit"
19753,"MVA","69(a)","Provide false information"
19754,"MVA","69(b)","Misuse of number plates"
19755,"MVA","69(c)","Allow another person to use dl"
19756,"MVA","69","False Statements, Misuse of Plates"
19757,"MVA","68(1)(a)","Fail to remain at accident"
19758,"MVA","68(1)(b)","Fail to render reasonable assist."
19759,"MVA","68(1)(c)(i)","Fail to leave name address"
19760,"MVA","68(1)(c)(ii)","Fail to leave Reg. Owner Name"
19761,"MVA","68(1)(c)(iii)","Fail to leave licence number"
19762,"MVA","68(1)(c)(iv)","Fail to leave insurance info."
19763,"MVA","68(1)(c)","Fail of driver to fulfill duty at accident"
19764,"MVA","68(2)(a)","Fail of driver to fulfill duty at accident"
19765,"MVA","68(2)(b)(i)","Fail to leave info. aft accid. wunattended vhcl."
19766,"MVA","68(2)(b)(ii)","Fail to leave info. aft accid. wunattended vhcl."
19767,"MVA","68(2)(b)(iii)","Fail to leave info. aft accid. wunattended vhcl."
19768,"MVA","68(2)(b)","Fail to leave info. aft accid. wunattended vhcl."
19769,"MVA","68(2)(c)","Fail to leave info. aft accid. wunattended vhcl."
19770,"MVA","68(3)(a)","Fail to leave name add-prop. dmg."
19512,"MVA","111(2)","Issue of financial responsibility card"
19513,"MVA","111(3)(a)","Issue of financial responsibility card"
19872,"MVA","44(1)","Misuse of repair plate"
19873,"MVA","44(2)","Misuse of repair plate"
19874,"MVA","44(3)","Misuse of repairman plate"
19875,"MVA","44","Misuse of repair plate"
19876,"MVA","43(1)(a)","Operation of motor vehicle by customer"
19877,"MVA","43(1)(b)","Operation of motor vehicle by customer"
19878,"MVA","43(1)","Operation of motor vehicle by customer"
19879,"MVA","43(2)","Operation of motor vehicle by customer"
19880,"MVA","43","Operation of motor vehicle by customer"
19881,"MVA","42(1)","No manufacturer plate"
19882,"MVA","42(2)(a)","No manufacturer plate"
19883,"MVA","42(2)(b)","No manufacturer plate"
19884,"MVA","42(2)(c)","No manufacturer plate"
19885,"MVA","42(2)(d)","No manufacturer plate"
19886,"MVA","42(2)","No manufacturer plate"
19887,"MVA","42(3)","No manufacturer plate"
19888,"MVA","42(4)","No manufacturer plate"
19889,"MVA","42(5)","No manufacturer plate"
19890,"MVA","42(6)(a)","No manufacturer plate"
19891,"MVA","42(6)(b)","No manufacturer plate"
19892,"MVA","42(6)","No manufacturer plate"
19893,"MVA","42(7)","No manufacturer plate"
19894,"MVA","42(8)","Fail to relinquish lic plates"
19895,"MVA","42","No manufacturer plate"
19896,"MVA","41(1)","No transporter licence"
19897,"MVA","41(10)","No transporter licence"
19898,"MVA","41(11)","Fail to relinquish licence plates"
19638,"MVA","95(2)","Driving while prohibited or suspended"
19639,"MVA","95(3)(a)","Driving while Suspended"
19640,"MVA","95(3)(b)(i)","Driving while Suspended"
19997,"MVA","26(6)","Refusal to issue a licence, permit etc."
19998,"MVA","26(5)(a)","Refusal to issue a licence, permit etc."
19999,"MVA","26(5)(b)","Refusal to issue a licence, permit etc."
20000,"MVA","26(5)","Refusal to issue a licence, permit etc."
20001,"MVA","26(4)(a)","Refusal to issue a licence, permit etc."
20002,"MVA","26(4)(b)","Refusal to issue a licence, permit etc."
20003,"MVA","26(4)(c)","Refusal to issue a licence, permit etc."
20004,"MVA","26(4)","Refusal to issue a licence, permit etc."
20005,"MVA","26(3)(a)","Refusal to issue a licence, permit etc."
20006,"MVA","26(3)(b)","Refusal to issue a licence, permit etc."
20007,"MVA","26(3)(c)","Refusal to issue a licence, permit etc."
20008,"MVA","26(3)(d)","Refusal to issue a licence, permit etc."
20009,"MVA","26(3)(e)","Refusal to issue a licence, permit etc."
20010,"MVA","26(3)","Refusal to issue a licence, permit etc."
20011,"MVA","26(2)(a)(i)","Refusal to issue a licence, permit etc."
20012,"MVA","26(2)(a)(ii)","Refusal to issue a licence, permit etc."
20013,"MVA","26(2)(a)(iii)","Refusal to issue a licence, permit etc."
20014,"MVA","26(2)(a)","Refusal to issue a licence, permit etc."
20015,"MVA","26(2)(b)","Refusal to issue a licence, permit etc."
20016,"MVA","26(2)","Refusal to issue a licence, permit etc."
20017,"MVA","26(1)(a)(i)","Refusal to issue a licence, permit etc."
20018,"MVA","26(1)(a)(ii)","Refusal to issue a licence, permit etc."
20019,"MVA","26(1)(a)","Refusal to issue a licence, permit etc."
20020,"MVA","26(1)(b)","Refusal to issue a licence, permit etc."
20021,"MVA","26(1)(b.1)(i)","Refusal to issue a licence, permit etc."
20022,"MVA","26(1)(b.1)(ii)","Refusal to issue a licence, permit etc."
19824,"MVA","52(1)","Carrying of revenue receipt in lieu of licence"
19825,"MVA","52(2)","Carrying of revenue receipt in lieu of licence"
19826,"MVA","52","Carrying of revenue receipt in lieu of licence"
19827,"MVA","51(1)","Substitution of new licence where number plate or"
19828,"MVA","51(2)","Substitution of new licence where number plate or"
19829,"MVA","51","Substitution of new licence where number plate or"
19830,"MVA","50(1)","Role of the superintendent"
19831,"MVA","50(2)(a)","Role of the superintendent"
19832,"MVA","50(2)(b)","Role of the superintendent"
19833,"MVA","50(2)(c)","Role of the superintendent"
